2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [S_M_UAS_COURSE] at [Wed Apr 03 21:43:52 2024].
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1569 : Server Mode: [ASCII]
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1570 : Server Code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6151 : The session sort order is [Binary].
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_65110 : Current Timezone:[UTC +5:30]
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_65112 : Current Process ID:[9648]
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6156 : Using low precision processing.
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6180 : Deadlock retry logic will not be implemented.
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6187 : Session target-based commit interval is [10000].
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6307 : DTM error log disabled. 
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TE_7022 : TShmWriter: Initialized
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : DBG_21075 : Connecting to database [orcl], Type [Oracle], User [university]
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6007 : DTM initialized successfully for session [S_M_UAS_COURSE]
2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : PETL_24033 : All DTM Connection Info: [<NONE>].
2024-04-03 21:43:52 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24004 : PETL_24004 Starting pre-session tasks. : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | PRE-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [PRE-SESS] has the ID [4].
2024-04-03 21:43:52 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24027 : PETL_24027 Pre-session task completed successfully. : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : PETL_24006 : Starting data movement.
2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TT_11183 : Enabled using [1 (auto)] additional concurrent pipelines to build lookup caches. (Session likely will build or refresh [2] lookup caches; [0] on-demand only).
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 1285184 bytes and Block size is 65536 bytes.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_1] has the ID [5].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1) : (IS | IS) : node01 : DBG_21097 : Lookup Transformation [LKP_PREV_CURR_REC]: Default sql to create lookup cache: SELECT COURSE_NAME,MARK_REQ,COURSE_CODE FROM CDW_SAPP_D_COURSE ORDER BY COURSE_CODE

2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [LKP_PREV_CURR_REC] from [89478485] to [89479600].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [LKP_PREV_CURR_REC] from [178956970] to [178962432].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_2] has the ID [6].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2) : (IS | IS) : node01 : DBG_21097 : Lookup Transformation [LKP_JOIN_COURSE_DEPT]: Default sql to create lookup cache: SELECT DEPARTMENT_ID,DEPARTMENT_NO FROM CDW_UAS_D_DEPARTMENT ORDER BY DEPARTMENT_NO

2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [LKP_JOIN_COURSE_DEPT] from [89478485] to [89479600].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [LKP_JOIN_COURSE_DEPT] from [178956970] to [178962432].
2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TT_11184 : Starting additional concurrent pipeline to build the lookup cache needed by Lookup transformation [LKP_PREV_CURR_REC].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 609824 bytes and Block size is 65536 bytes.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_1_1] has the ID [7].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_1:READER_1_1] has the ID [8].
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : DBG_21437 : Reader: Source is a file-based source.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : DBG_21438 : Reader: Source is [orcl], Type [Oracle], User [university]
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3118 : source [SQ_CDW_UAS_COURSE] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3071 : Maximum Line sequential buffer length is 1026.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2024-04-03 21:43:52 : INFO : (9648 | TRANSF_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_1_1] has the ID [9].
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : PETL_24091 : Thread [WRITER_1_*_1] has the ID [10].
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8366 : Bulk mode is not applicable to delete, update, or data-driven sessions, default to normal mode.
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8148 : Writer: Target is Database [orcl], Type [Oracle], User [university], Bulk Mode [N/A]
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_1:TRANSF_1_1] has the ID [11].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8397 : Appending output data to file [C:\Informatica\10.5.2\server\infa_shared\BadFiles\cdw_sapp_d_course1.bad] (initial size [1005]).
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table CDW_SAPP_D_COURSE :SQL INSERT statement:
INSERT INTO CDW_SAPP_D_COURSE(COURSE_CODE,COURSE_NAME,DEPARTMENT_ID,MARK_REQ)  VALUES ( ?, ?, ?, ?) 
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table CDW_SAPP_D_COURSE :SQL UPDATE statement:
UPDATE CDW_SAPP_D_COURSE SET COURSE_NAME = ?, DEPARTMENT_ID = ?, MARK_REQ = ? WHERE COURSE_CODE = ?
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table CDW_SAPP_D_COURSE :SQL DELETE statement:
DELETE FROM CDW_SAPP_D_COURSE WHERE COURSE_CODE = ?
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #1 consists of target(s) [CDW_SAPP_D_COURSE]
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8003 : Writer initialization complete.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8005 : Writer run started.
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8158 : 

*****START LOAD SESSION*****

Load Start Time: Wed Apr 03 21:43:52 2024

Target tables:

     CDW_SAPP_D_COURSE


2024-04-03 21:43:52 : WARNING : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3119 : Metadata column name [COURSE_CODE] does not match with source column name [#COURSE_CODE].
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3076 : Skipped over [1] lines.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : DBG_21430 : DBG_21430 Reading data from input source file [C:\Users\Administrator\Desktop\University_Project\University_Project\Source_Files\CDW_UAS_COURSE.txt] : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [3], field [MARK_REQ]: Data [70            ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [4], field [MARK_REQ]: Data [70             ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [5], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [6], field [MARK_REQ]: Data [70            ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [7], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [8], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [9], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [10], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [11], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [13], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [14], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [15], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [16], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [17], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:READER_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21079 : DBG_21079 Creating Lookup Cache : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21682 : Lookup table row count : 40
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21297 : Lookup cache row count : 40

2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21294 : DBG_21294 Lookup cache creation completed : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : CMN_1671 : Created new cache files PMLKUP79_10_0_501W64.[dat/idx] in directory C:\Informatica\10.5.2\server\infa_shared\Cache for Lookup [LKP_PREV_CURR_REC].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21641 : LKP_PREV_CURR_REC: Index cache size = [89479600], Data cache size = [178962432]
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_1:TRANSF_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [LKP_PREV_CURR_REC{{DSQ}}]. Total errors [0] 
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [18], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [19], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [20], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [21], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [23], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [25], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [26], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [27], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [28], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [29], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [30], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [31], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [32], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [33], field [MARK_REQ]: Data [80               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [34], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [35], field [MARK_REQ]: Data [75               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [36], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [37], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [38], field [MARK_REQ]: Data [75               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : FR_3015 : Warning! Row [39], field [MARK_REQ]: Data [70               ] was truncated.
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16019 : Read [40] rows, read [0] error rows for source table [CDW_UAS_COURSE] instance name [CDW_UAS_COURSE]
2024-04-03 21:43:52 : INFO : (9648 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 609824 bytes and Block size is 65536 bytes.
2024-04-03 21:43:52 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TT_11185 : No more lookup cache to build by additional concurrent pipeline in the current concurrent source set.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_2:READER_1_1] has the ID [12].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : DBG_21438 : Reader: Source is [orcl], Type [Oracle], User [university]
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [LKPDP_2:TRANSF_1_1] has the ID [13].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:READER_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21079 : DBG_21079 Creating Lookup Cache : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21682 : Lookup table row count : 7
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21297 : Lookup cache row count : 7

2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21294 : DBG_21294 Lookup cache creation completed : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : CMN_1671 : Created new cache files PMLKUP79_8_0_501W64.[dat/idx] in directory C:\Informatica\10.5.2\server\infa_shared\Cache for Lookup [LKP_JOIN_COURSE_DEPT].
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21641 : LKP_JOIN_COURSE_DEPT: Index cache size = [89479600], Data cache size = [178962432]
2024-04-03 21:43:52 : INFO : (9648 | LKPDP_2:TRANSF_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [LKP_JOIN_COURSE_DEPT{{DSQ}}]. Total errors [0] 
2024-04-03 21:43:52 : INFO : (9648 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_CDW_UAS_COURSE]. Total errors [0] 
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [CDW_SAPP_D_COURSE] at: Wed Apr 03 21:43:52 2024
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [CDW_SAPP_D_COURSE] at: Wed Apr 03 21:43:52 2024
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8035 : Load complete time: Wed Apr 03 21:43:52 2024

LOAD SUMMARY
============

WRT_8036 Target: CDW_SAPP_D_COURSE (Instance Name: [CDW_SAPP_D_COURSE])
WRT_8044 No data loaded for this target



2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8043 : *****END LOAD SESSION*****
2024-04-03 21:43:52 : INFO : (9648 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8006 : Writer run completed.
2024-04-03 21:43:52 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24031 : 
***** RUN INFO FOR TGT LOAD ORDER GROUP [1], CONCURRENT SET [1] *****
Thread [READER_1_1_1] created for [the read stage] of partition point [SQ_CDW_UAS_COURSE] has completed. The total run time was insufficient for any meaningful statistics.
Thread [TRANSF_1_1_1] created for [the transformation stage] of partition point [SQ_CDW_UAS_COURSE] has completed. The total run time was insufficient for any meaningful statistics.
Thread [WRITER_1_*_1] created for [the write stage] of partition point [CDW_SAPP_D_COURSE] has completed. The total run time was insufficient for any meaningful statistics.

2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1793 : The index cache size that would hold [7] rows in the lookup table for [LKP_JOIN_COURSE_DEPT], in memory, is [2800] bytes
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1792 : The data cache size that would hold [7] rows in the lookup table for [LKP_JOIN_COURSE_DEPT], in memory, is [16384] bytes
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1793 : The index cache size that would hold [40] rows in the lookup table for [LKP_PREV_CURR_REC], in memory, is [2800] bytes
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : CMN_1792 : The data cache size that would hold [40] rows in the lookup table for [LKP_PREV_CURR_REC], in memory, is [16384] bytes
2024-04-03 21:43:52 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24005 : PETL_24005 Starting post-session tasks. : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | POST-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [POST-SESS] has the ID [14].
2024-04-03 21:43:52 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24029 : PETL_24029 Post-session task completed successfully. : (Wed Apr 03 21:43:52 2024)
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TE_7216 : Deleting cache files [PMLKUP79_8_0_501W64] for transformation [LKP_JOIN_COURSE_DEPT].
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TE_7216 : Deleting cache files [PMLKUP79_10_0_501W64] for transformation [LKP_PREV_CURR_REC].
2024-04-03 21:43:52 : INFO : (9648 | MAPPING) : (IS | IS) : node01 : TM_6018 : The session completed with [0] row transformation errors. 
2024-04-03 21:43:53 : INFO : (9648 | MANAGER) : (IS | IS) : node01 : PETL_24002 : Parallel Pipeline Engine finished.
2024-04-03 21:43:53 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : PETL_24012 : Session run completed successfully.
2024-04-03 21:43:53 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TM_6022 : 

SESSION LOAD SUMMARY
================================================

2024-04-03 21:43:53 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TM_6252 : Source Load Summary.
2024-04-03 21:43:53 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [SQ_CDW_UAS_COURSE] (Instance Name: [SQ_CDW_UAS_COURSE])
	 Output Rows [40], Affected Rows [40], Applied Rows [40], Rejected Rows [0]
2024-04-03 21:43:53 : INFO : (9648 | DIRECTOR) : (IS | IS) : node01 : TM_6253 : Target Load Summary.
